danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,chorus_hit,sections,popularity,genre,duration_ms
0.749,0.752,7,-10.3,1,0.126,0.0108,0.0954,0.235,0.887,104.7,4,44.2073,7,1,pop,193573.0
0.464,0.143,10,-16.168,0,0.032,0.916,0.699,0.0999,0.128,66.846,4,78.33597,7,0,pop,193560.0
0.903,0.714,2,-12.426,1,0.0431,0.0109,0.000187,0.0745,0.979,130.669,4,33.73541,16,1,r&b,294104.0
0.732,0.161,11,-12.817,1,0.0306,0.739,0.000379,0.105,0.5,95.21,4,31.84912,12,1,pop,239400.0
0.573,0.641,5,-9.196,1,0.0443,0.235,0.00414,0.859,0.613,88.862,4,41.26383,12,1,r&b,271373.0
0.235,0.977,6,0.878,1,0.107,0.00353,0.00604,0.172,0.241,152.952,4,19.04955,11,0,rock,208133.0
0.498,0.336,11,-13.815,0,0.0379,0.295,3.44e-05,0.0794,0.346,105.447,4,81.24507,13,1,r&b,255427.0
0.423,0.909,7,-2.438,1,0.0801,0.00451,1.71e-05,0.279,0.65,151.643,4,25.8411,10,0,latin,180267.0
0.547,0.82,8,-6.728,1,0.0805,0.261,0.0,0.3,0.933,118.208,4,54.952,6,1,pop,172867.0
0.475,0.468,6,-11.869,1,0.0427,0.229,1.83e-06,0.536,0.542,130.239,4,43.45311,8,1,pop,183667.0
0.555,0.377,1,-11.634,1,0.0278,0.6,0.0,0.147,0.415,75.822,4,28.68919,8,1,pop,153160.0
0.783,0.322,0,-15.091,1,0.0343,0.213,0.00243,0.114,0.77,128.226,4,56.22086,10,1,r&b,267773.0
0.745,0.593,5,-12.33,1,0.0439,0.0523,0.0,0.582,0.888,132.897,4,44.76883,12,1,r&b,314800.0
0.62,0.556,5,-12.044,1,0.0336,0.184,0.0,0.301,0.592,119.172,4,34.3009,9,1,pop,159107.0
0.616,0.286,7,-12.185,1,0.159,0.843,2.16e-05,0.107,0.597,105.091,4,38.79982,7,0,pop,147080.0
0.717,0.406,0,-13.954,0,0.0305,0.587,0.103,0.0869,0.703,123.213,4,30.59682,9,1,pop,204227.0
0.838,0.548,9,-8.239,1,0.0507,0.0025,0.033,0.0884,0.741,121.773,4,54.59267,12,1,r&b,305800.0
0.646,0.831,10,-6.011,0,0.16,0.017,0.91,0.422,0.593,133.431,4,69.23854,9,1,pop,214400.0
0.61,0.854,1,-8.857,0,0.127,0.258,0.0,0.208,0.667,143.806,4,21.32491,8,0,latin,132133.0
0.505,0.122,9,-12.704,1,0.0783,0.995,0.0189,0.123,0.55,73.253,4,30.31308,8,0,pop,201574.0
0.696,0.713,5,-13.814,1,0.0504,0.0491,0.015,0.299,0.395,123.068,4,71.2403,14,1,r&b,474267.0
0.666,0.328,5,-19.704,1,0.034,0.836,0.905,0.106,0.535,120.757,4,50.78793,8,0,pop,170587.0
0.415,0.463,9,-9.339,1,0.0355,0.657,1.57e-06,0.159,0.665,171.608,4,55.29131,8,1,edm,162120.0
0.656,0.823,7,-9.809,1,0.0792,0.0434,1.43e-05,0.666,0.602,120.6,4,74.5337,14,1,r&b,292000.0
0.426,0.936,10,-2.883,0,0.107,0.208,0.0,0.409,0.508,87.871,4,67.84394,5,0,latin,133947.0
0.717,0.695,1,-9.941,1,0.0972,0.0148,5.51e-05,0.132,0.693,116.39,4,118.28767,11,1,r&b,306973.0
0.247,0.46,2,-13.513,1,0.0353,0.0867,0.0,0.0858,0.401,67.63,4,42.32824,13,1,rock,301200.0
0.328,0.698,1,-11.7,0,0.0465,0.151,0.188,0.0671,0.423,149.919,4,29.44024,15,0,rock,436600.0
0.636,0.833,2,-7.231,1,0.0323,0.274,0.000175,0.0852,0.879,94.604,4,52.91493,8,1,pop,158160.0
0.442,0.922,2,-5.086,1,0.0655,0.0532,3.86e-06,0.0768,0.855,162.272,4,23.80629,10,1,latin,217364.0
0.606,0.0976,2,-17.754,1,0.0473,0.949,0.000773,0.103,0.499,122.09,4,28.95129,12,0,r&b,274835.0
0.332,0.429,7,-8.376,1,0.0287,0.356,3.18e-05,0.0619,0.239,128.073,4,26.55971,10,1,rock,220520.0
0.449,0.303,2,-11.19,1,0.0293,0.76,4.69e-06,0.396,0.615,77.325,4,77.5081,10,0,pop,234480.0
0.494,0.321,6,-13.868,1,0.0289,0.77,0.303,0.239,0.702,97.968,4,43.25513,8,0,pop,167000.0
0.529,0.326,8,-10.462,1,0.0317,0.604,3.14e-05,0.129,0.133,141.21,4,33.54182,12,1,pop,217373.0
0.756,0.741,9,-6.426,0,0.0364,0.43,0.00113,0.0807,0.691,120.445,4,39.84122,7,1,pop,186787.0
0.523,0.302,7,-17.6,0,0.0631,0.214,0.0,0.104,0.837,165.091,4,29.85357,10,1,pop,208133.0
0.683,0.575,7,-14.056,1,0.038,0.395,0.0223,0.0587,0.933,94.418,4,63.86293,12,0,r&b,275067.0
0.359,0.504,8,-10.555,1,0.0349,0.272,1.52e-05,0.332,0.73,114.172,4,35.70445,10,1,rock,158973.0
0.341,0.703,5,-15.473,0,0.13,0.611,0.000308,0.905,0.725,181.658,4,48.47382,11,1,rock,219240.0
0.55,0.69,3,-12.606,1,0.0443,0.0878,0.902,0.317,0.488,113.557,4,25.28416,11,0,pop,232187.0
0.859,0.725,0,-10.789,1,0.0819,0.23,0.000208,0.035,0.86,99.371,4,22.67362,6,1,pop,208067.0
0.625,0.472,2,-11.18,1,0.0387,0.0368,0.0,0.148,0.617,109.302,4,27.22585,9,1,pop,162151.0
0.57,0.469,0,-9.233,1,0.0291,0.62,0.00436,0.194,0.598,137.718,4,45.53626,12,1,pop,174890.0
0.313,0.6,11,-7.913,1,0.0357,0.476,2.56e-05,0.523,0.272,141.912,4,20.86947,8,1,rock,197453.0
0.6,0.601,1,-9.165,1,0.244,0.523,0.0,0.123,0.653,125.262,4,23.95848,7,1,rap,129585.00000000001
0.722,0.0773,1,-20.643,1,0.0747,0.761,0.0,0.0892,0.295,78.174,4,54.75172,6,0,pop,127000.0
0.737,0.642,9,-9.492,1,0.0916,0.0185,0.00415,0.0726,0.467,106.742,4,42.56191,9,1,pop,174667.0
0.313,0.824,4,-7.25,0,0.0473,0.0231,1.99e-05,0.387,0.496,101.988,4,20.99134,9,0,rock,126400.0
0.393,0.45,6,-10.626,0,0.131,0.0216,8.21e-05,0.443,0.389,149.67,3,31.32584,12,1,pop,217333.0
0.464,0.896,5,-12.337,0,0.045,0.0298,0.563,0.11,0.845,138.79,4,21.9368,18,0,r&b,266800.0
0.804,0.688,0,-5.893,0,0.0632,0.0662,0.000112,0.0392,0.942,123.002,4,25.11736,8,1,pop,228267.0
0.163,0.201,9,-17.837,0,0.0363,0.929,0.676,0.0785,0.09,67.599,4,50.81028,9,0,rock,229800.0
0.203,0.954,0,-8.59,1,0.0867,0.00653,0.0991,0.432,0.214,158.776,4,49.51498,14,0,rock,308586.0
0.677,0.219,2,-13.163,1,0.0394,0.258,0.885,0.0705,0.133,121.475,4,41.69284,13,0,r&b,278440.0
0.294,0.745,5,-9.138,1,0.0461,0.05,0.125,0.676,0.347,134.364,4,37.09728,11,1,rock,210107.0
0.5,0.899,0,-5.864,1,0.031,0.000504,1.93e-05,0.104,0.826,90.122,4,20.20514,14,0,r&b,258572.99999999997
0.628,0.421,5,-16.76,1,0.041,0.377,0.000343,0.208,0.869,95.81,4,47.63725,7,0,pop,148933.0
0.178,0.0421,2,-28.872,0,0.0391,0.286,0.116,0.107,0.155,82.29,4,22.49245,10,0,rock,146200.0
0.492,0.35,9,-11.091,1,0.0272,0.689,0.0,0.21,0.384,103.818,4,29.32693,8,1,pop,168400.0
0.414,0.7,5,-8.838,1,0.0301,0.22,0.000721,0.114,0.37,76.79,4,41.58238,11,1,r&b,308853.0
0.739,0.621,7,-13.604,1,0.0452,0.215,0.0161,0.0557,0.721,117.11,4,50.59467,10,1,pop,201600.0
0.377,0.249,6,-17.11,0,0.0382,0.969,0.852,0.112,0.567,67.563,3,54.88857,10,0,pop,222040.0
0.775,0.688,3,-12.959,1,0.0699,0.224,0.0411,0.117,0.93,94.143,4,42.2136,8,1,pop,158508.0
0.441,0.542,7,-12.444,1,0.0439,0.131,2.38e-05,0.103,0.37,111.545,4,52.15217,18,1,r&b,556427.0
0.566,0.692,5,-10.917,1,0.0421,0.469,0.0112,0.146,0.819,132.884,4,26.43144,13,0,r&b,255827.0
0.716,0.717,2,-10.368,1,0.0395,0.345,0.0,0.06,0.892,120.965,4,32.73596,9,1,pop,149600.0
0.675,0.448,2,-11.52,0,0.0235,0.32,0.0,0.0825,0.568,98.499,4,42.36168,12,1,r&b,271707.0
0.499,0.185,11,-14.888,1,0.23,0.937,0.0,0.162,0.44,78.666,3,14.16006,10,0,rap,231360.0
0.667,0.785,1,-7.364,1,0.0635,0.288,0.000122,0.0597,0.73,108.921,4,31.77575,15,1,r&b,245333.0
0.705,0.782,6,-11.875,0,0.0368,0.676,0.798,0.05,0.963,92.855,4,32.05326,16,0,r&b,315227.0
0.572,0.596,3,-10.884,1,0.0294,0.406,0.0,0.222,0.943,139.984,4,28.76059,6,1,pop,153573.0
0.216,0.51,1,-9.794,1,0.0383,0.6,0.826,0.115,0.153,102.16,4,73.27778,13,0,rock,263107.0
0.594,0.168,2,-17.818,1,0.0323,0.429,0.734,0.111,0.0587,126.664,4,24.83813,13,0,r&b,406733.0
0.542,0.324,0,-14.07,1,0.0329,0.566,2.27e-06,0.0876,0.421,121.802,4,31.98566,10,1,pop,213533.0
0.278,0.107,11,-17.304,0,0.0348,0.954,0.0828,0.11,0.144,93.873,4,54.25312,6,0,rock,148147.0
0.727,0.814,9,-5.517,0,0.0294,0.113,0.0193,0.155,0.87,110.776,4,23.1149,13,1,pop,237520.0
0.519,0.735,2,-10.204,1,0.0942,0.401,0.0794,0.841,0.669,117.211,1,61.38834,12,0,r&b,322200.0
0.387,0.0287,7,-18.887,1,0.0389,0.945,1.58e-05,0.139,0.162,70.639,4,35.25165,11,1,pop,222267.0
0.558,0.272,7,-16.702,1,0.16,0.793,0.0,0.454,0.591,141.008,4,33.30105,21,0,r&b,456504.0
0.694,0.722,4,-5.505,1,0.128,0.297,0.0,0.0383,0.961,143.942,4,62.10272,6,1,pop,150933.0
0.328,0.551,4,-8.848,1,0.0795,0.755,0.0,0.0905,0.485,81.134,3,32.8039,8,0,rock,194293.0
0.524,0.491,7,-11.652,1,0.0279,0.611,0.0,0.219,0.936,139.873,4,21.03467,7,1,pop,143773.0
0.621,0.348,7,-12.272,1,0.0327,0.613,5e-06,0.214,0.513,138.959,4,32.00186,13,0,r&b,308640.0
0.657,0.568,10,-9.895,1,0.0279,0.478,0.0,0.101,0.941,96.67,4,39.45978,8,1,pop,200800.0
0.369,0.484,2,-7.682,1,0.0261,0.0806,1.23e-05,0.237,0.36,79.31,4,37.01396,10,1,pop,200907.0
0.425,0.242,0,-15.424,1,0.0267,0.88,0.0118,0.195,0.477,92.472,4,60.7341,11,1,pop,228160.0
0.344,0.433,4,-7.869,0,0.0329,0.636,0.0,0.373,0.0397,133.468,4,45.15323,9,1,rock,274987.0
0.543,0.136,7,-19.197,1,0.0389,0.94,0.127,0.107,0.362,114.261,4,28.78171,14,1,r&b,334667.0
0.638,0.505,4,-13.022,0,0.0428,0.255,0.0427,0.131,0.655,119.702,4,36.31971,9,0,pop,219333.0
0.68,0.701,6,-10.36,0,0.036,0.316,4.72e-06,0.111,0.933,108.287,4,77.07154,8,1,r&b,243280.0
0.4,0.512,10,-9.094,0,0.0348,0.534,0.276,0.104,0.17,99.18,4,38.0865,49,0,r&b,1618693.0
0.493,0.143,10,-12.85,1,0.036,0.917,0.0001,0.0982,0.239,87.221,4,23.55688,10,0,r&b,285133.0
0.282,0.701,1,-8.726,1,0.0358,7.96e-05,0.399,0.459,0.325,133.643,3,63.20524,8,0,rock,216053.0
0.42,0.0235,0,-17.663,1,0.0728,0.934,0.00674,0.136,0.252,85.08,4,28.571,8,1,pop,153267.0
0.545,0.843,5,-9.717,1,0.0587,0.0919,0.00243,0.559,0.629,97.817,4,21.69026,11,1,pop,192373.0
0.536,0.614,6,-8.293,1,0.0331,0.283,0.0,0.336,0.527,106.333,4,26.32551,10,1,pop,202800.0
0.574,0.441,6,-15.258,0,0.0306,0.255,0.00316,0.229,0.911,92.158,4,32.20047,16,1,r&b,303133.0
0.495,0.482,0,-14.198,1,0.0583,0.944,0.914,0.0837,0.967,81.894,4,37.80184,3,0,pop,78827.0
0.671,0.497,6,-9.469,0,0.0441,0.0546,0.000251,0.0718,0.498,91.795,4,21.64478,10,1,r&b,247280.0
0.638,0.719,5,-9.205,1,0.0673,0.53,0.0,0.302,0.706,124.806,4,40.2698,6,0,pop,129933.0
0.637,0.916,7,-6.95,1,0.0458,0.0139,2.27e-05,0.21,0.506,114.987,4,43.50466,8,1,r&b,247173.0
0.366,0.482,9,-11.266,1,0.0979,0.161,5.83e-05,0.489,0.488,169.738,3,21.34233,10,0,pop,162800.0
0.455,0.219,9,-19.38,1,0.0331,0.837,8.6e-05,0.214,0.258,99.138,4,30.10006,10,0,r&b,286440.0
0.41,0.602,9,-11.559,1,0.0401,0.0424,0.000369,0.0633,0.833,152.546,4,35.10279,10,0,pop,235147.0
0.408,0.41,10,-20.076,0,0.0387,0.528,0.877,0.104,0.709,96.139,4,51.03844,18,0,r&b,325507.0
0.576,0.851,6,-4.492,0,0.0333,0.839,0.000891,0.127,0.775,115.939,3,44.2017,9,0,latin,164720.0
0.279,0.26,9,-15.101,1,0.0314,0.766,0.000177,0.155,0.158,105.417,4,58.98206,9,0,rock,239307.0
0.633,0.847,9,-13.562,1,0.0571,0.000791,0.77,0.0781,0.681,126.459,4,47.14237,9,1,pop,192387.0
0.438,0.609,7,-8.28,1,0.029,0.424,0.000143,0.0615,0.874,137.704,4,27.83348,8,1,pop,192907.0
0.683,0.912,11,-8.677,0,0.0667,0.196,0.00232,0.0624,0.703,123.452,4,57.86512,7,0,latin,184840.0
0.495,0.933,9,-5.583,0,0.0334,0.491,0.852,0.114,0.803,99.274,4,30.62268,9,0,latin,201533.0
0.287,0.514,8,-11.735,1,0.0481,0.576,0.107,0.696,0.549,89.031,4,42.49608,70,0,rock,1501133.0
0.713,0.756,9,-7.698,1,0.0401,0.752,2.22e-06,0.178,0.945,116.153,4,33.07233,9,1,pop,210973.0
0.288,0.135,4,-24.16,1,0.0483,0.948,0.853,0.102,0.18,151.09,3,142.10352,6,0,rock,266200.0
0.433,0.221,7,-12.774,0,0.0301,0.839,1.99e-06,0.207,0.133,127.692,4,57.10401,11,1,pop,228227.0
0.276,0.376,6,-17.616,1,0.087,0.353,0.824,0.539,0.045,116.292,3,40.68123,52,0,rock,1223800.0
0.698,0.689,2,-12.529,1,0.0577,0.167,0.000119,0.0692,0.972,139.997,4,64.93475,9,1,pop,176093.0
0.685,0.494,5,-11.519,1,0.0677,0.733,0.00422,0.043,0.948,112.982,4,28.59644,12,0,r&b,257333.00000000003
0.458,0.496,6,-10.099,1,0.0338,0.343,0.000117,0.0751,0.672,150.263,3,38.17706,12,0,pop,237120.0
0.576,0.687,0,-10.941,1,0.0391,0.05,0.0199,0.129,0.73,111.034,4,28.90085,10,1,r&b,331333.0
0.402,0.459,0,-13.261,1,0.0806,0.461,0.0163,0.1,0.655,173.48,4,77.72385,9,1,edm,205747.0
0.54,0.465,7,-11.259,1,0.0302,0.652,0.00544,0.132,0.341,94.731,4,22.42837,15,1,r&b,253080.0
0.784,0.691,5,-8.426,1,0.0309,0.0639,4.7e-06,0.07,0.965,113.804,4,32.64688,10,1,pop,212987.0
0.602,0.375,0,-12.308,1,0.0329,0.114,1.86e-06,0.0815,0.815,91.202,4,37.13993,6,1,pop,145160.0
0.233,0.623,8,-9.62,1,0.141,0.135,0.873,0.135,0.291,172.108,4,22.77356,17,0,rock,429547.0
0.381,0.658,3,-13.976,0,0.044,0.188,0.474,0.0982,0.596,127.393,4,40.54945,11,0,r&b,322973.0
0.517,0.836,2,-11.008,1,0.0314,0.122,0.0174,0.175,0.96,144.569,4,38.6947,8,1,pop,148867.0
0.388,0.368,9,-10.984,1,0.0289,0.319,2.02e-06,0.0992,0.175,128.527,4,27.96229,10,1,r&b,313320.0
0.0697,0.232,2,-14.64,0,0.0381,0.27,0.941,0.157,0.106,56.846,3,44.35059,8,0,rock,128293.0
0.325,0.852,2,-6.644,1,0.0504,0.0474,0.00245,0.0781,0.636,174.799,4,39.93377,9,1,rock,200360.0
0.132,0.0703,0,-25.816,0,0.0329,0.226,0.915,0.159,0.188,83.124,4,22.42121,7,0,rock,144149.0
0.568,0.431,11,-8.376,0,0.0272,0.485,0.000147,0.216,0.457,112.042,3,45.32234,6,1,pop,134373.0
0.625,0.509,2,-15.562,1,0.0293,0.231,3.48e-05,0.122,0.973,125.045,4,24.01598,8,1,pop,138773.0
0.493,0.376,4,-15.045,1,0.0435,0.0241,0.792,0.102,0.419,86.47,4,49.44762,14,1,r&b,315400.0
0.382,0.0928,2,-22.513,0,0.0353,0.974,0.806,0.0935,0.592,81.465,3,21.84523,8,0,pop,135775.0
0.313,0.83,1,-6.786,0,0.234,0.0132,0.0,0.748,0.706,85.428,4,43.30035,8,0,rap,128333.0
0.786,0.396,5,-9.38,1,0.0303,0.52,0.00984,0.172,0.712,119.794,3,60.98719,9,1,pop,191007.0
0.881,0.401,8,-14.136,1,0.122,0.244,3.72e-05,0.0541,0.887,95.154,4,24.74689,9,0,pop,202333.0
0.475,0.39,2,-11.559,1,0.0318,0.694,5.01e-06,0.0592,0.378,84.187,4,54.67237,10,1,r&b,242867.0
0.684,0.579,4,-11.515,0,0.0411,0.0795,0.000257,0.096,0.694,119.764,4,39.48218,10,0,pop,219427.0
0.687,0.352,2,-14.317,1,0.028,0.45,0.0,0.172,0.615,96.99,4,22.51146,9,1,pop,191787.0
0.689,0.856,5,-7.581,1,0.0408,0.198,7.25e-06,0.454,0.823,107.025,4,22.55018,9,1,r&b,295107.0
0.224,0.91,9,-25.863,0,0.0514,0.00175,0.956,0.26,0.027,99.569,4,0.0,2,0,rock,25907.0
0.368,0.438,3,-16.644,0,0.0439,0.716,0.916,0.105,0.567,156.644,4,33.02619,30,0,r&b,666133.0
0.49,0.203,7,-16.334,0,0.0275,0.795,7.7e-05,0.204,0.42,102.305,4,34.59662,9,0,pop,156893.0
0.303,0.0685,1,-18.852,1,0.0535,0.986,0.957,0.118,0.0326,123.023,4,8.55792,3,0,rock,52800.0
0.649,0.164,2,-22.99,1,0.0536,0.903,0.0,0.0959,0.711,94.833,4,68.02242,6,0,pop,147160.0
0.575,0.756,2,-9.414,1,0.0544,0.735,0.0401,0.0755,0.844,127.434,4,36.33151,11,1,pop,176453.0
0.562,0.715,2,-8.481,1,0.0272,0.522,0.0,0.185,0.908,102.009,4,28.6427,8,1,pop,157467.0
0.706,0.538,9,-9.188,1,0.0406,0.527,0.143,0.388,0.815,104.899,4,46.25552,11,1,r&b,271427.0
0.404,0.903,1,-3.88,1,0.0668,0.577,0.297,0.287,0.498,115.672,4,23.94016,15,1,r&b,423840.0
0.363,0.089,4,-23.291,1,0.0334,0.79,0.000491,0.368,0.404,76.187,4,32.37748,15,0,r&b,304707.0
0.607,0.668,11,-11.682,1,0.039,0.503,3.68e-06,0.333,0.96,99.645,4,28.18459,7,1,pop,147173.0
0.842,0.256,2,-20.038,1,0.0535,0.81,0.276,0.0721,0.612,113.221,4,67.99428,7,0,pop,175600.0
0.598,0.748,2,-5.237,1,0.0419,0.317,2.27e-05,0.0649,0.878,156.782,4,46.8757,9,1,pop,180467.0
0.273,0.269,3,-13.223,1,0.0423,0.882,0.991,0.0624,0.0852,137.885,3,23.21445,7,0,rock,217000.0
0.286,0.446,4,-14.356,0,0.0482,0.264,0.859,0.316,0.0577,124.35,4,77.0348,14,0,rock,418293.0
0.515,0.148,0,-20.016,1,0.0443,0.752,0.0,0.0842,0.651,150.544,4,38.3635,10,0,pop,207000.0
0.777,0.457,0,-11.894,1,0.0333,0.0621,0.000265,0.137,0.854,99.646,4,25.14394,10,1,pop,174973.0
0.137,0.312,6,-13.207,0,0.0357,0.398,0.0969,0.718,0.0372,87.954,4,49.56454,14,0,rock,384133.0
0.554,0.793,0,-9.428,1,0.0355,0.0298,0.0,0.498,0.924,138.549,4,38.76949,7,1,pop,157293.0
0.543,0.106,0,-18.102,1,0.0406,0.839,0.00101,0.0863,0.528,112.812,4,31.83463,10,0,pop,198920.0
0.3,0.894,4,-6.108,1,0.261,0.000233,0.00022,0.307,0.801,180.043,4,44.17324,5,0,rap,134600.0
0.521,0.835,2,-5.083,0,0.0342,0.0315,0.912,0.201,0.875,105.115,4,13.89313,3,0,pop,118400.0
0.617,0.122,9,-16.193,1,0.479,0.905,1.77e-06,0.263,0.408,173.645,3,29.65076,13,0,rap,259040.00000000003
0.32,0.675,4,-6.797,0,0.0484,0.48,2.53e-05,0.0907,0.418,156.113,4,37.89994,5,0,rock,156320.0
0.18,0.453,0,-10.914,1,0.0336,0.678,0.0,0.375,0.427,164.328,4,40.40943,9,1,rock,219173.0
0.551,0.305,7,-19.099,1,0.0549,0.0798,0.883,0.126,0.232,81.843,4,72.82349,12,0,r&b,266531.0
0.567,0.455,9,-9.896,0,0.0479,0.242,2.79e-06,0.118,0.58,123.416,4,66.63419,12,1,pop,227533.0
0.922,0.737,9,-8.367,1,0.041,0.0368,0.716,0.0929,0.905,114.261,4,24.06369,10,1,pop,185907.0
0.458,0.437,4,-5.557,0,0.0291,0.772,1.36e-05,0.102,0.708,96.649,3,38.89272,5,0,pop,126907.0
0.419,0.76,2,-8.969,1,0.079,0.0717,0.00905,0.088,0.655,159.369,4,41.53966,16,0,r&b,316400.0
0.654,0.82,0,-9.006,1,0.0565,0.212,3.81e-06,0.168,0.909,139.075,4,35.22998,10,1,pop,184146.0
0.356,0.454,7,-13.198,1,0.0287,0.039,0.391,0.073,0.344,107.324,4,38.38482,8,0,rock,180040.0
0.658,0.647,0,-6.787,1,0.137,0.659,0.0,0.174,0.825,98.49,4,92.50927,4,1,pop,137173.0
0.465,0.398,4,-13.718,0,0.0309,0.597,3.5e-06,0.386,0.661,116.182,3,25.41398,11,1,pop,203051.0
0.828,0.611,7,-12.749,1,0.0393,0.0399,0.0116,0.104,0.835,110.169,4,24.82113,20,1,r&b,474267.0
0.463,0.231,7,-11.451,1,0.0271,0.629,0.000499,0.076,0.117,133.46,4,69.00242,8,0,pop,212267.0
0.709,0.00757,4,-29.34,1,0.172,0.969,0.00305,0.18,0.907,98.629,4,16.97897,3,0,pop,43133.0
0.634,0.785,7,-7.683,1,0.035,0.485,0.012,0.109,0.933,94.682,4,62.7988,11,1,r&b,277413.0
0.423,0.842,4,-7.725,1,0.123,0.809,0.000156,0.242,0.451,135.079,4,63.24177,7,0,pop,200093.0
0.543,0.725,6,-6.298,0,0.0778,0.827,7.53e-05,0.629,0.782,107.526,4,38.27398,13,1,r&b,281785.0
0.599,0.771,7,-7.966,0,0.0654,0.423,0.0,0.113,0.726,104.03,4,61.08637,6,0,pop,149307.0
0.374,0.586,2,-9.303,1,0.032,0.821,0.781,0.417,0.638,112.251,4,27.10397,8,0,pop,196920.0
0.335,0.303,9,-10.943,1,0.0315,0.932,0.0271,0.0907,0.186,114.224,4,16.95608,12,1,rock,184800.0
0.601,0.386,11,-12.108,1,0.0324,0.884,0.00763,0.231,0.587,91.608,4,50.67862,5,0,pop,156013.0
0.868,0.34,4,-15.655,0,0.104,0.00194,0.342,0.0843,0.786,124.076,4,36.24676,22,0,r&b,445333.0
