danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,chorus_hit,sections,popularity,genre,duration_ms
0.647,0.798,1,-12.144,0,0.0365,0.0498,0.00221,0.0722,0.706,100.631,4,58.00848,8,1,r&b,314133.0
0.666,0.765,1,-7.859,0,0.0973,3.86e-05,0.00529,0.81,0.563,103.971,4,32.5386,9,0,pop,173693.0
0.48,0.775,7,-5.441,1,0.0545,0.66,7.36e-06,0.102,0.733,89.919,3,49.42707,9,0,r&b,241693.0
0.273,0.824,2,-4.981,1,0.0742,0.0153,0.322,0.112,0.777,185.664,4,24.11872,7,0,rock,153360.0
0.648,0.89,2,-3.834,1,0.0429,0.288,0.0,0.119,0.808,126.956,4,31.93258,12,1,latin,213733.0
0.709,0.837,7,-7.273,1,0.0779,0.101,0.511,0.114,0.502,125.485,4,40.24415,9,0,r&b,274720.0
0.433,0.983,9,-5.415,1,0.079,0.00338,0.000454,0.228,0.632,158.985,4,44.02017,10,0,r&b,254107.0
0.562,0.891,1,-8.283,1,0.0361,1.21e-05,0.0588,0.0858,0.524,132.569,4,31.92332,8,1,r&b,286733.0
0.614,0.904,9,-4.811,1,0.0375,0.63,0.0,0.336,0.772,135.606,4,26.73278,11,0,latin,183223.0
0.278,0.00897,10,-35.603,1,0.0328,0.986,0.781,0.0717,0.598,110.174,3,44.81627,14,0,rock,244120.0
0.814,0.537,1,-10.198,1,0.0691,0.0464,0.000319,0.0928,0.556,104.21,4,46.72614,13,1,pop,228867.0
0.882,0.914,4,-6.324,0,0.16,0.449,0.0,0.106,0.81,106.672,4,49.22166,21,0,r&b,530067.0
0.688,0.375,4,-9.601,1,0.0535,0.286,0.0,0.133,0.45,83.635,4,107.1072,7,1,pop,210480.0
0.482,0.115,3,-14.606,1,0.035,0.946,0.286,0.256,0.237,66.801,4,58.7767,7,0,r&b,258093.00000000003
0.743,0.67,1,-4.547,0,0.0293,0.0108,0.0702,0.22,0.934,110.832,4,25.36994,12,1,r&b,243333.0
0.588,0.835,9,-8.511,0,0.0301,0.0808,0.00752,0.13,0.978,127.494,4,30.52254,8,0,pop,144840.0
0.43,0.922,0,-8.334,1,0.0507,0.0723,0.00241,0.21,0.14,97.727,4,23.95149,12,0,r&b,341200.0
0.711,0.481,0,-8.135,0,0.0242,0.273,0.0,0.0952,0.392,90.118,4,30.26556,11,1,r&b,267280.0
0.561,0.72,1,-4.854,1,0.355,0.0211,0.0,0.353,0.518,86.953,4,27.08999,10,1,rap,271600.0
0.614,0.868,2,-3.97,1,0.0459,0.413,0.0,0.0366,0.956,147.978,4,37.24591,9,1,latin,176920.0
0.631,0.458,7,-12.136,0,0.0441,0.275,0.0,0.19,0.627,90.96,4,38.83737,16,0,r&b,300427.0
0.497,0.831,9,-7.412,1,0.124,0.00758,2.02e-05,0.11,0.287,96.404,4,24.51239,12,0,pop,160107.0
0.69,0.838,8,-6.392,1,0.0329,0.106,8.9e-06,0.267,0.902,126.821,4,22.31218,14,1,pop,213000.0
0.152,0.842,9,-5.783,0,0.0418,0.00347,0.912,0.115,0.283,95.49,4,73.27519,19,0,rock,363333.0
0.672,0.697,0,-9.754,1,0.031,0.436,2.59e-06,0.123,0.846,112.137,4,20.57658,14,0,r&b,341600.0
0.251,0.34,10,-15.731,0,0.0356,0.000124,0.734,0.11,0.0315,101.663,4,67.56562,8,0,rock,314733.0
0.685,0.409,5,-13.102,1,0.0737,0.491,0.228,0.631,0.864,138.635,4,20.89579,13,0,r&b,295133.0
0.879,0.564,10,-7.682,0,0.247,0.0474,9.43e-06,0.0519,0.523,93.908,4,23.15403,14,1,rap,282373.0
0.347,0.54,4,-6.839,1,0.0305,0.364,0.0565,0.124,0.449,141.814,4,25.2752,19,0,rock,412720.0
0.319,0.967,3,-6.067,1,0.122,0.124,0.0,0.124,0.714,108.664,4,82.77861,3,0,rock,113827.0
0.174,0.278,3,-20.169,1,0.0378,0.0402,0.795,0.101,0.0489,70.064,3,24.45184,14,0,rock,249533.0
0.327,0.906,1,-6.617,0,0.0719,3.28e-05,1.11e-05,0.0655,0.342,102.413,3,20.69348,6,0,rock,106333.0
0.595,0.729,10,-13.383,0,0.0387,0.00262,0.928,0.0705,0.75,108.028,4,37.89875,8,0,pop,147707.0
0.735,0.575,0,-7.341,1,0.063,0.195,0.915,0.135,0.848,145.371,4,26.859,9,0,pop,141493.0
0.381,0.415,0,-10.298,1,0.0691,0.675,0.0,0.0795,0.257,61.908,3,26.47203,9,1,r&b,269467.0
0.526,0.0921,4,-14.569,0,0.0386,0.918,0.329,0.116,0.292,115.388,4,37.63463,19,0,r&b,452333.0
0.359,0.225,7,-12.624,1,0.0336,0.9,0.000328,0.111,0.165,130.443,4,23.99633,11,0,rock,228360.0
0.821,0.424,7,-11.753,1,0.05,0.925,0.0,0.364,0.955,119.675,4,36.85945,7,0,pop,149200.0
0.727,0.436,6,-11.862,0,0.0281,0.0492,0.00338,0.0686,0.381,124.021,4,24.0258,12,1,r&b,307133.0
0.64,0.361,3,-10.099,1,0.253,0.794,0.0,0.104,0.613,139.457,4,56.23845,5,0,rap,131227.0
0.321,0.435,11,-10.942,1,0.0341,0.256,1.06e-05,0.086,0.174,158.465,3,45.70894,18,1,rock,298133.0
0.869,0.68,1,-6.233,1,0.318,0.0416,1.12e-06,0.0914,0.815,85.519,4,101.4194,8,1,rap,268400.0
0.373,0.997,11,-5.442,0,0.213,0.000402,0.377,0.474,0.182,106.049,4,18.80157,7,0,latin,159707.0
0.642,0.419,1,-12.609,1,0.0316,0.481,0.0,0.0523,0.755,95.6,4,46.68056,10,1,r&b,279840.0
0.849,0.694,6,-14.43,0,0.0642,0.0232,0.00252,0.0524,0.932,118.309,4,34.91088,9,1,pop,229307.0
0.802,0.437,8,-12.955,1,0.0733,0.712,0.87,0.192,0.981,112.5,4,77.394,11,0,r&b,254695.0
0.633,0.795,0,-7.617,1,0.0319,0.054,8.83e-05,0.34,0.833,103.504,4,72.89685,10,1,r&b,250813.0
0.541,0.726,0,-5.582,1,0.0406,0.277,0.0,0.219,0.763,114.092,3,29.23983,10,0,pop,194809.0
0.452,0.715,4,-8.245,0,0.0969,0.78,0.0,0.0681,0.866,120.445,4,22.89757,6,0,pop,90600.0
0.532,0.132,8,-15.891,1,0.047,0.865,0.159,0.166,0.332,89.321,4,44.3113,13,0,r&b,309000.0
0.847,0.529,4,-7.339,0,0.261,0.229,0.0,0.256,0.945,160.033,4,32.06404,14,0,rap,253467.0
0.12,0.368,4,-17.083,0,0.038,0.15,0.346,0.116,0.084,79.353,5,28.59315,9,0,rock,196227.0
0.477,0.533,10,-11.049,1,0.0408,0.591,0.00685,0.139,0.18,162.368,4,26.49111,12,1,r&b,266560.0
0.826,0.47,1,-11.804,1,0.0646,0.225,0.951,0.111,0.174,106.099,4,75.99269,10,0,r&b,311133.0
0.458,0.11,9,-22.234,0,0.0309,0.977,0.903,0.359,0.481,83.43,4,51.06891,4,0,pop,84267.0
0.351,0.615,7,-7.621,1,0.0451,0.206,0.0,0.985,0.337,127.798,3,58.57055,10,1,rock,271107.0
0.496,0.869,9,-7.754,1,0.118,0.179,4e-06,0.328,0.559,115.275,4,31.46344,7,0,r&b,254240.0
0.633,0.647,9,-3.691,1,0.122,0.281,0.285,0.311,0.63,94.824,4,39.46883,11,0,pop,213147.0
0.581,0.637,7,-6.039,1,0.0273,0.0146,1.15e-05,0.103,0.608,112.437,4,34.71079,10,1,pop,195987.0
0.497,0.93,9,-3.902,1,0.0444,0.0112,0.0,0.354,0.47,113.086,4,21.81515,10,1,latin,195933.0
0.632,0.852,0,-8.265,1,0.037,0.0235,0.122,0.056,0.559,125.009,4,39.4452,15,0,r&b,270187.0
0.527,0.584,10,-7.965,1,0.0314,0.0878,0.000103,0.117,0.271,114.941,4,29.41867,15,1,r&b,279413.0
0.316,0.499,9,-7.899,1,0.0298,0.0108,1.81e-05,0.126,0.403,174.782,4,38.6325,15,1,rock,320467.0
0.892,0.488,3,-9.748,0,0.041,0.0316,0.0,0.0284,0.786,101.89,4,41.96758,10,1,pop,228902.0
0.688,0.519,2,-8.629,1,0.0421,0.114,0.0,0.0565,0.385,124.125,4,35.78429,8,1,r&b,250973.0
0.595,0.772,7,-10.869,1,0.0263,0.0463,4.81e-05,0.196,0.679,129.044,4,74.43606,10,0,r&b,241440.0
0.381,0.968,4,-5.287,1,0.0992,0.00532,0.0,0.607,0.433,143.099,4,41.28468,9,0,latin,162333.0
0.391,0.979,9,-5.537,1,0.0936,0.00922,3.43e-06,0.533,0.184,112.928,4,24.75128,13,0,r&b,283907.0
0.862,0.595,5,-4.655,1,0.121,0.0152,0.000343,0.104,0.502,103.168,4,40.91468,13,1,r&b,393307.0
0.645,0.484,11,-11.233,0,0.0396,0.0211,3.88e-06,0.0495,0.52,146.897,4,44.29664,12,1,r&b,323333.0
0.614,0.419,1,-10.433,1,0.308,0.0226,0.0,0.0835,0.523,116.056,4,41.32123,9,1,rap,216493.0
0.65,0.899,2,-4.694,1,0.0331,0.0412,0.0,0.263,0.814,118.245,4,18.28167,16,1,r&b,308000.0
0.464,0.443,10,-14.391,0,0.0361,0.743,0.0773,0.713,0.641,112.944,4,117.3901,5,0,pop,239707.0
0.684,0.645,0,-5.707,1,0.0272,0.589,0.00432,0.18,0.366,121.995,4,47.447,12,1,r&b,285000.0
0.767,0.521,9,-9.145,1,0.0351,0.247,0.00124,0.303,0.672,124.995,4,30.15971,10,1,r&b,292426.0
0.666,0.803,9,-10.91,0,0.0299,0.00837,0.187,0.304,0.862,121.258,4,49.7856,9,0,r&b,294320.0
0.444,0.479,7,-9.731,1,0.0341,0.0492,2.28e-05,0.236,0.303,140.192,4,25.19804,7,0,pop,95840.0
0.714,0.686,2,-8.428,0,0.0294,0.0376,0.0043,0.0853,0.842,125.982,4,26.85643,13,1,r&b,290000.0
0.608,0.677,4,-9.951,0,0.0246,0.0058,0.000537,0.266,0.787,114.046,4,42.90858,11,1,r&b,248560.0
0.614,0.928,6,-6.827,1,0.032,0.0081,0.00051,0.025,0.878,133.629,4,29.19663,8,1,latin,194373.0
0.881,0.874,6,-4.505,1,0.139,0.0175,1.19e-06,0.154,0.858,107.891,4,21.25823,10,1,latin,227933.0
0.193,0.266,0,-15.888,1,0.0455,0.928,0.91,0.0913,0.0366,115.909,4,40.79516,27,0,rock,507373.0
0.446,0.896,2,-7.369,1,0.0572,2.46e-05,6.67e-06,0.224,0.263,88.403,4,103.3435,7,0,latin,236667.0
0.826,0.611,6,-12.571,1,0.0648,0.0336,0.0224,0.0498,0.919,109.801,4,36.84838,9,1,pop,203360.0
0.612,0.777,0,-10.903,1,0.0403,0.217,0.000454,0.104,0.557,172.412,4,34.60379,15,1,edm,289997.0
0.716,0.915,10,-8.153,1,0.0343,0.589,0.000871,0.351,0.96,127.074,4,36.1592,8,1,r&b,277432.0
0.2,0.944,8,-11.924,1,0.173,0.0702,0.892,0.975,0.0747,119.548,3,108.048,22,0,rock,620560.0
0.83,0.712,11,-7.447,1,0.0446,0.0105,0.24,0.049,0.814,103.141,4,56.5586,9,1,pop,211160.0
0.456,0.752,6,-6.714,1,0.0302,0.672,0.0,0.329,0.689,143.877,4,51.4643,7,0,pop,166040.0
0.616,0.12,2,-21.464,1,0.0411,0.984,0.858,0.35,0.508,122.807,3,28.2536,11,0,pop,231200.0
0.729,0.581,5,-8.235,0,0.18,0.0777,3.81e-06,0.696,0.508,74.038,4,46.15646,11,1,r&b,314680.0
0.848,0.663,9,-7.078,0,0.159,0.124,0.0293,0.0737,0.833,137.953,4,57.2324,10,1,r&b,265667.0
0.513,0.258,9,-13.636,1,0.0392,0.976,0.0,0.173,0.495,75.045,4,20.93505,3,0,pop,136867.0
0.496,0.47,9,-10.193,0,0.0703,0.513,0.58,0.101,0.48,163.029,3,51.02723,20,0,r&b,495093.0
0.339,0.927,3,-8.474,1,0.093,4.87e-06,0.813,0.353,0.711,135.266,4,49.01178,6,0,rock,118000.0
0.561,0.927,7,-9.808,1,0.0586,0.0886,0.0133,0.343,0.11,93.209,4,44.58498,7,1,r&b,264827.0
0.567,0.0341,0,-17.895,0,0.0525,0.989,0.326,0.0878,0.391,82.881,4,26.36285,9,0,pop,208469.0
0.463,0.762,7,-7.587,1,0.033,8.95e-06,0.896,0.0748,0.849,98.556,4,42.54899,6,0,pop,165433.0
0.735,0.64,10,-7.522,0,0.072,0.052,0.00102,0.345,0.551,104.444,4,40.88241,17,1,r&b,324667.0
0.369,0.951,7,-9.43,1,0.0422,0.207,0.137,0.297,0.903,136.968,4,44.28084,5,0,latin,96052.0
0.758,0.528,0,-10.094,1,0.0426,0.32,0.346,0.102,0.686,94.373,4,17.67694,5,0,pop,101133.0
0.697,0.544,6,-8.879,1,0.0602,0.00185,0.0,0.223,0.526,94.303,4,23.72117,13,1,r&b,318933.0
0.69,0.613,7,-11.531,1,0.0332,0.554,0.0,0.0673,0.919,100.937,4,39.63801,5,0,pop,97200.0
0.346,0.749,6,-6.506,1,0.035,0.00167,8.86e-05,0.648,0.315,102.591,4,32.13953,17,1,rock,443240.0
0.835,0.456,6,-10.195,0,0.266,0.38,0.00359,0.16,0.224,101.889,4,42.58583,9,1,rap,189760.0
0.383,0.38,3,-11.156,1,0.0308,0.799,0.00164,0.171,0.539,139.827,3,38.49459,13,0,r&b,259374.00000000003
0.578,0.371,2,-10.537,1,0.0283,0.632,1.75e-05,0.165,0.188,60.504,4,48.10375,8,1,pop,225627.0
0.649,0.473,6,-13.868,0,0.0428,0.0163,0.0,0.132,0.72,170.112,4,14.16612,9,0,edm,149000.0
0.487,0.112,1,-20.653,1,0.0408,0.935,0.691,0.279,0.244,97.312,4,33.33574,21,0,r&b,563160.0
0.493,0.453,3,-10.878,1,0.0248,0.0944,0.00467,0.1,0.188,143.725,4,41.10892,14,1,r&b,315160.0
0.393,0.0967,7,-21.738,1,0.0387,0.966,0.613,0.0662,0.354,111.92,4,37.93064,14,0,r&b,282893.0
0.777,0.47,7,-13.376,1,0.0412,0.00754,7.29e-05,0.0648,0.712,103.452,4,88.2523,14,1,r&b,348600.0
0.194,0.0486,4,-24.523,1,0.0394,0.846,0.82,0.19,0.0387,125.661,5,66.29829,4,0,rock,110333.0
0.559,0.594,8,-8.882,1,0.031,0.669,0.798,0.102,0.89,110.644,4,18.26858,8,0,pop,146667.0
0.939,0.675,0,-7.232,1,0.211,0.0915,0.0,0.0565,0.795,96.918,4,22.80835,11,1,r&b,248573.0
0.572,0.326,9,-13.293,0,0.256,0.806,0.231,0.527,0.297,69.443,4,101.124,5,0,rap,159573.0
0.817,0.815,6,-6.433,1,0.0377,0.0188,0.00235,0.239,0.852,110.054,4,25.73506,12,0,r&b,284107.0
0.213,0.988,4,-6.651,0,0.203,0.000187,1.19e-05,0.294,0.0572,159.071,4,29.82099,7,0,rock,192627.0
0.826,0.993,1,-8.976,1,0.105,0.159,5.08e-05,0.953,0.739,119.922,4,37.11638,12,0,r&b,253467.0
0.754,0.702,10,-8.033,0,0.0429,0.0275,0.0,0.0619,0.736,95.998,4,40.4018,13,1,pop,228360.0
0.722,0.91,1,-4.135,1,0.032,0.0182,1.17e-06,0.0872,0.687,133.045,4,23.02591,9,1,latin,196347.0
0.717,0.642,1,-10.727,1,0.0287,0.0194,0.000249,0.043,0.732,105.894,4,47.18748,14,1,r&b,327427.0
0.309,0.983,2,-5.991,1,0.115,0.000809,0.00596,0.278,0.146,141.71,4,21.30834,10,0,rock,288520.0
0.311,0.255,0,-17.118,1,0.0336,0.689,0.000645,0.119,0.182,96.419,3,71.80261,15,0,rock,446107.0
0.505,0.939,0,-10.737,1,0.0708,0.0395,0.0322,0.969,0.662,136.248,4,33.58114,9,0,r&b,288332.0
0.642,0.65,9,-9.647,0,0.0394,0.801,1.16e-06,0.106,0.881,155.226,4,50.28586,6,0,pop,116467.0
0.638,0.163,3,-15.787,1,0.136,0.995,0.521,0.268,0.791,169.973,4,39.56903,8,0,pop,177800.0
0.186,0.95,7,-4.895,1,0.0779,0.00426,0.0521,0.157,0.217,132.141,4,46.71165,11,0,rock,277400.0
0.321,0.246,0,-13.383,1,0.0316,0.968,0.837,0.135,0.25,85.161,4,46.28706,11,0,rock,226507.0
0.582,0.0774,8,-13.6,1,0.423,0.967,0.0,0.286,0.314,122.725,1,20.15825,3,0,rap,64680.00000000001
0.525,0.801,7,-7.724,1,0.0314,0.000158,0.000354,0.216,0.663,160.536,4,29.07379,9,0,pop,144333.0
0.861,0.597,10,-7.221,0,0.162,0.0983,0.0,0.176,0.694,107.016,4,55.1764,9,1,r&b,268453.0
0.645,0.6,10,-7.605,1,0.0252,0.0834,0.0,0.0599,0.411,143.48,4,42.81537,9,1,r&b,246880.0
0.599,0.976,0,-7.649,0,0.0859,0.0013,0.787,0.383,0.501,130.724,4,23.272,8,1,r&b,344400.0
0.549,0.915,0,-6.737,1,0.0669,0.0813,0.000316,0.0285,0.87,172.12,4,36.52387,14,0,edm,296040.0
0.622,0.692,7,-6.97,1,0.0276,0.363,0.000158,0.193,0.774,112.053,4,62.63883,8,1,pop,195467.0
0.752,0.481,3,-15.201,1,0.549,0.759,0.0,0.475,0.545,116.485,4,63.83178,7,0,rap,161333.0
0.485,0.477,0,-8.948,1,0.0262,0.295,3.35e-05,0.202,0.134,151.704,4,38.21205,15,1,r&b,275040.0
0.584,0.815,3,-8.151,1,0.0325,6.45e-05,0.0367,0.214,0.705,120.799,4,18.97944,13,1,pop,230733.0
0.787,0.63,0,-12.295,1,0.0609,0.0274,6.69e-06,0.161,0.882,125.347,4,46.14574,13,1,r&b,267293.0
0.346,0.332,0,-8.017,1,0.036,0.582,0.0,0.0661,0.225,199.903,4,40.60168,12,0,rock,185507.0
0.582,0.54,1,-11.021,1,0.0321,0.0621,0.0,0.178,0.433,94.955,4,21.41833,12,1,r&b,254867.0
0.655,0.628,10,-11.407,0,0.0946,0.00448,0.000732,0.29,0.603,99.841,4,22.58898,10,1,r&b,271667.0
0.349,0.969,7,-4.621,1,0.114,0.000793,0.00344,0.117,0.629,114.994,4,29.72272,8,0,rock,214920.0
0.676,0.238,7,-17.598,1,0.0318,0.531,0.000838,0.338,0.921,95.887,4,59.33117,7,0,pop,143560.0
0.66,0.297,2,-14.859,1,0.118,0.56,3.42e-06,0.178,0.96,138.422,4,23.77179,7,0,pop,108507.0
0.689,0.512,2,-8.782,0,0.0354,0.636,0.00255,0.103,0.365,118.843,4,35.27758,15,0,r&b,251707.0
0.758,0.875,3,-4.518,0,0.0363,0.0851,0.0,0.227,0.91,112.966,4,25.03803,7,1,latin,219467.0
0.683,0.937,9,-6.335,1,0.0449,0.00481,0.0046,0.07,0.619,104.872,4,21.37213,12,1,r&b,268653.0
0.264,0.365,3,-16.909,0,0.0749,0.694,0.651,0.169,0.0547,140.266,4,17.87218,47,0,rock,1110240.0
0.356,0.879,9,-7.415,1,0.0539,0.00441,2.9e-06,0.377,0.758,172.554,4,22.95385,7,0,rock,149133.0
0.271,0.835,9,-6.764,1,0.0671,0.0111,0.0,0.0701,0.529,190.646,4,40.01797,6,0,rock,123159.0
0.587,0.671,4,-7.672,0,0.0402,0.000831,0.612,0.356,0.924,149.611,4,61.91895,6,0,pop,183493.0
0.28,0.957,7,-6.707,1,0.0908,6.06e-06,0.712,0.398,0.365,95.099,4,23.47645,7,0,rock,169680.0
0.859,0.761,8,-5.504,0,0.0321,0.0156,0.254,0.687,0.922,97.99,4,39.69022,9,1,r&b,333373.0
0.523,0.689,10,-6.58,1,0.027,0.228,0.0,0.109,0.547,84.09,4,39.43639,10,1,r&b,246240.0
0.837,0.819,2,-5.245,1,0.211,0.000507,0.0,0.323,0.643,149.918,4,23.59781,9,1,pop,167400.0
0.469,0.72,4,-8.02,1,0.0494,0.533,1.31e-06,0.233,0.655,128.685,4,31.64781,9,0,pop,231347.0
0.676,0.738,6,-6.693,1,0.0262,0.0497,2.7e-06,0.0784,0.697,101.944,4,21.42116,12,1,pop,216693.0
0.468,0.602,9,-7.295,0,0.054,0.269,0.0,0.159,0.47,85.38,4,20.11285,11,0,pop,234373.0
0.559,0.345,4,-13.496,1,0.0459,0.0576,0.000105,0.141,0.458,84.581,4,58.74428,10,1,r&b,264307.0
0.517,0.462,4,-8.597,0,0.0331,0.866,0.315,0.161,0.616,122.838,4,27.26668,9,0,pop,189840.0
0.669,0.564,7,-11.133,1,0.0284,0.433,2.08e-05,0.157,0.946,134.285,4,54.67647,12,0,r&b,302107.0
0.769,0.662,5,-7.238,1,0.0319,0.129,0.00102,0.0814,0.863,104.104,4,31.43337,7,1,pop,175747.0
0.28,0.908,2,-5.509,0,0.109,0.0327,8.85e-06,0.18,0.26,118.698,4,36.90502,10,1,rock,270080.0
0.359,0.968,9,-5.4,1,0.17,0.00137,0.288,0.382,0.123,150.058,4,43.36045,10,0,rock,287667.0
0.5,0.342,4,-17.526,0,0.432,0.683,0.0496,0.0937,0.382,79.11,3,92.62241,18,0,rap,446533.0
0.797,0.786,6,-7.135,0,0.385,0.066,0.0,0.272,0.85,166.239,4,19.03742,13,1,rap,261867.00000000003
0.702,0.458,0,-8.195,1,0.035,0.247,1.64e-06,0.126,0.678,89.271,4,31.86601,12,1,r&b,269173.0
0.26,0.974,2,-5.945,1,0.114,0.0168,9.5e-05,0.196,0.169,147.864,4,45.28364,10,0,rock,176133.0
0.546,0.785,9,-8.788,1,0.0297,0.0354,3.6e-06,0.0935,0.804,127.957,4,44.24606,11,1,pop,232867.0
0.61,0.475,11,-10.87,1,0.0261,0.803,9.26e-06,0.15,0.858,101.752,4,46.29682,8,0,pop,159093.0
0.623,0.898,4,-6.604,0,0.0309,0.000192,0.303,0.138,0.786,130.993,4,30.7697,12,1,latin,226227.0
0.19,0.241,8,-13.251,1,0.0322,0.577,0.0,0.0952,0.107,68.353,4,68.96294,11,1,rock,260827.0
0.241,0.367,7,-7.95,1,0.0311,0.844,0.00279,0.0873,0.302,135.267,5,43.76625,11,0,rock,250984.0
0.71,0.431,0,-8.333,1,0.0388,0.0553,4.23e-05,0.0537,0.553,93.105,4,24.02991,9,1,pop,229333.0
0.867,0.338,0,-13.159,0,0.0794,0.926,0.434,0.106,0.659,111.439,4,34.67008,9,0,pop,184067.0
0.551,0.883,3,-8.144,0,0.0555,0.145,0.694,0.0773,0.114,110.031,4,68.32525,14,0,r&b,657693.0
0.426,0.963,5,-5.355,0,0.0662,0.0028,0.0,0.164,0.546,111.399,4,19.11929,6,0,latin,146107.0
0.803,0.924,5,-7.161,1,0.0701,0.0112,1.16e-05,0.0671,0.956,128.284,4,21.69249,13,1,latin,220360.0
0.504,0.983,0,-3.071,1,0.0793,0.019,0.0,0.339,0.534,115.178,4,27.78411,8,1,latin,200640.0
0.618,0.717,9,-12.107,1,0.03,0.0164,0.000339,0.0594,0.761,114.802,4,67.25689,9,1,pop,213333.0
0.423,0.598,5,-7.443,1,0.0268,0.641,1.24e-06,0.34,0.521,151.972,3,31.42707,11,1,r&b,265133.0
0.791,0.759,10,-7.378,0,0.129,0.0314,0.674,0.255,0.619,102.382,4,69.75038,10,1,r&b,289693.0
0.713,0.677,6,-6.761,1,0.0253,0.0282,5.99e-05,0.144,0.522,124.152,4,59.83312,13,1,r&b,338732.0
0.604,0.866,5,-6.742,1,0.0335,0.0151,0.00138,0.357,0.752,122.917,4,28.55207,10,1,latin,235933.0
0.772,0.695,7,-8.013,1,0.0735,0.00295,0.0,0.427,0.643,137.868,1,17.03593,14,1,r&b,272440.0
0.355,0.644,4,-10.016,0,0.0978,0.0159,0.000545,0.674,0.465,96.375,4,39.10433,13,0,rock,287867.0
0.8,0.639,4,-7.406,0,0.0439,0.00123,0.0,0.0803,0.45,129.443,4,31.41174,14,1,pop,226027.0
0.42,0.432,8,-11.082,1,0.0327,0.495,0.0,0.601,0.305,148.432,4,27.86324,15,0,r&b,372867.0
0.659,0.538,9,-8.381,0,0.0365,0.074,0.0,0.085,0.518,116.566,4,32.62585,16,1,r&b,365893.0
0.491,0.34,3,-12.18,1,0.0293,0.645,1.46e-06,0.112,0.226,133.305,4,40.18406,13,1,r&b,240933.0
0.813,0.949,3,-2.563,0,0.0336,0.486,9.75e-06,0.112,0.792,115.061,4,31.46063,10,1,latin,227707.0
0.665,0.657,5,-8.805,0,0.274,0.0823,0.0,0.176,0.786,178.033,4,45.75802,11,1,rap,277440.0
0.796,0.688,7,-7.932,0,0.0558,0.00131,0.361,0.0888,0.573,119.768,4,49.94648,18,1,r&b,404074.0
0.678,0.849,6,-4.183,1,0.141,0.0174,0.0,0.592,0.424,98.401,4,55.1161,7,0,pop,223027.0
0.588,0.454,0,-12.926,1,0.0305,0.793,0.0,0.0914,0.972,147.423,4,51.11176,7,0,pop,143067.0
0.654,0.611,2,-10.45,1,0.119,0.0337,0.000178,0.405,0.786,85.387,4,22.99763,10,1,pop,235000.0
0.607,0.474,7,-12.475,1,0.124,0.65,0.0,0.956,0.946,133.899,4,42.48188,6,0,pop,133253.0
0.573,0.783,7,-5.139,0,0.0481,0.953,0.00147,0.0531,0.574,109.34,4,31.46104,10,0,pop,192573.0
0.455,0.417,0,-16.817,0,0.0303,0.316,1.44e-06,0.0608,0.464,142.25,4,44.31658,10,1,pop,233718.0
